ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
8901,LEO,0,AL,36567, , ,1604,0, , , , ,XXXX,R2,43,82, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,29,38,23,7,4,5, , , ,3, , , , , , , , , , , , , , , , , , , ,1, ,1262,370,437,0,0,99,51,49,98,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,33,42,45,34,44,48,28,33,40,27,14,19,22,18,14,8,5,13,12,31,26,18,21,7,19,14,35,52,31,14,3,67,9,6,18,209,288,64,63,0,0,0,0,0,0,0,444,485,2,1,89,11,88,12,3,43,85,73,35,93,7,8,2,6,9,11,2,22,61,15,0,0,0,0,0,1,12,41,0,5,44,53,53,15,5,0,0,35,7,0,0,5,0,0,16,28,5160,383,686,288,316,297,338,10310,30,15,17,22,12,4,0,0,0,23,11,20,26,15,5,0,0,0,29,0,23,10,36,64,20,77,15,1,1,0,0,0,1,7,24,12,29,35,10,75,71,73,68,70,67,82,63,99,99,0,4,16,4,5,16,0,1,7,3,18,15,7,3,4,1,11,25,4,1,2,15,2,5,4,4,7,4,3,6,7,4,5,3,77,2,2,120,12,19,43,19,3,3,2,0,26,0,21,5,0,0,0,17,29,3,38,17,23,14,1,4,0,1,0,0,12,0,0,0,0,0,1,0,0,2,59,99,0,0,1,96,80,34,9,16,2,21,32,71,81,19,0,0,5,35,53,1,0,6,0,97,0,94,89,4,2,6,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E,A2E,A2E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,L4F,A2F,A2F,A2F,A2F,A2F,A2F,A3F,A3F,22,9702,55,6,15,,,,,,,9512,,,,,,,,9502,,,,,,,,,,,,,,12,,,,,,,,10,,,,,,,,172,12,6,5,9001,19,9304,12,9512,9001,9012,11,14.333333333,49335,0,L,1,E,X,X,X,44,B
8601,NOR,0,AR,72653, , ,5306,0, , , , ,XXXX,U3,09,45, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,3,0,99,2,0,0, , , ,0, , , , , , , , , , , , , , , , , , , , ,X,3656,1159,1624,0,61,39,46,54,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,58,61,45,54,57,20,37,39,24,7,14,14,10,15,22,17,14,15,33,21,17,46,17,45,27,46,27,14,5,2,67,10,12,12,150,221,73,70,5,18,13,9,2,2,0,549,600,3,2,71,29,93,7,5,25,71,61,18,84,16,7,1,6,9,23,2,16,44,39,0,0,0,0,1,7,17,59,0,1,34,48,51,13,4,13,5,8,10,9,9,2,0,2,27,75,0,427,619,198,230,236,277,11194,35,30,18,10,4,1,1,0,0,24,33,20,14,5,1,2,0,1,52,5,48,13,53,47,26,90,4,0,0,0,0,0,3,3,0,6,9,12,0,26,42,42,41,40,40,72,44,74,57,9,18,13,2,9,13,0,2,16,1,11,12,4,0,1,0,5,23,4,3,2,21,5,3,2,0,15,10,5,2,5,3,5,8,71,8,0,120,14,16,34,18,4,9,5,2,17,1,15,3,0,0,0,19,40,0,23,11,61,0,0,9,2,17,0,0,9,2,1,3,0,0,0,1,0,3,29,96,1,0,3,92,44,8,5,16,1,14,28,77,90,10,0,0,59,6,24,0,0,10,88,12,65,99,98,9,2,6,9,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,,,9409,,9406,L1G,A1G,A1G,A1G,A1G,L1G,L1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,L1G, , ,L1G, ,L1G,34,9702,84,6,13,,,,,,,9512,,,,,,,,,,,,,9409,,,,,,,,,60,,,,,,,,,,,,,50,,,643,20,11,10,9012,60,9512,60,9512,8609,8612,3,32.15,93587,0,L,1,G,X,X,X,52,D
9101,ASH,0,IL,61752, , ,3901,0, , , , ,XXXX,R2,44,59,I,U, , , , ,,4,F,6,6,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,28,34,39,7,1,3, , , ,, , , , , , ,Y, , ,Y, , , , , , , , , ,3, ,1067,322,402,0,76,24,48,52,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,44,48,37,47,50,27,35,42,23,11,21,18,16,13,13,8,13,15,32,23,17,29,10,28,18,37,45,25,9,3,68,7,7,18,187,265,90,90,4,9,5,0,0,0,0,583,604,3,2,81,19,97,3,8,38,80,70,31,91,9,7,2,5,9,15,2,22,57,20,0,0,0,0,0,4,20,68,0,0,70,61,63,14,4,9,0,0,10,8,0,0,4,9,34,78,1040,175,675,369,409,389,437,14912,14,14,18,27,23,4,0,0,0,7,11,16,33,26,6,0,0,0,32,0,59,2,25,75,1,77,21,0,0,0,0,0,1,2,2,8,24,23,3,67,66,70,62,66,62,88,74,99,99,0,11,9,5,8,17,0,2,14,4,8,10,11,2,6,0,6,14,7,4,0,19,17,0,0,0,8,5,11,4,7,1,3,6,73,7,3,120,10,14,39,14,7,11,6,0,27,1,21,5,0,0,0,15,28,0,34,5,39,6,1,9,0,25,0,0,8,0,0,0,0,0,1,0,0,1,89,99,1,0,0,99,69,23,9,26,0,4,6,40,58,42,0,0,82,11,5,3,0,0,80,20,72,99,99,6,3,5,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L3E,A3E,A3E,A3E,A3E,A2E,A2E,A2E,A1E,A1E,A1E, ,A1D, ,A1D,A2D,A2D,A2D,A2D,A2D,A2D, ,A1D,19,9702,49,6,13,,,,,,,9512,,,,,9507,,9504,,,,,,,,,,,,,,,10,,,,,5,,10,,,,,,,,,57,9,3,3,9103,10,9504,10,9512,9103,9107,4,6.3333333333,96856,0,L,3,E,X,X,X,43,C
8701,AMB,0,MN,55987, , ,7101,0, , , , ,XXXX,T2,38,27,I, , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,29,6,68,8,0,3, , , ,, , , , , , , , , , , , , , , , , , , , ,X,962,237,449,0,99,0,47,53,98,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,39,47,38,45,52,19,43,35,22,20,19,19,9,8,10,15,17,20,25,22,16,34,18,32,39,33,27,15,6,1,47,9,11,33,132,211,62,61,9,37,29,21,2,0,2,434,441,3,3,63,37,94,6,0,22,53,41,16,70,30,6,1,5,22,31,8,16,58,24,0,0,0,0,0,0,2,33,0,11,34,50,48,12,4,18,19,0,5,10,22,0,2,6,63,84,0,117,702,205,291,243,314,11699,35,28,13,20,3,1,0,0,0,11,30,24,27,5,3,0,0,0,34,6,43,9,44,56,10,78,10,0,0,0,0,0,6,5,6,4,8,11,0,19,65,72,60,68,55,64,58,51,0,13,6,6,6,14,21,0,1,9,0,11,16,0,9,0,0,0,44,4,1,2,22,4,0,0,1,10,3,4,5,8,0,3,6,78,5,0,120,17,5,41,10,15,8,4,0,21,1,7,13,0,0,0,13,29,0,6,6,68,20,0,0,0,30,0,0,3,1,5,9,0,0,1,1,0,1,66,96,2,0,3,88,36,7,8,51,0,0,0,0,0,99,0,0,76,0,4,17,0,3,99,1,99,99,98,4,2,2,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9511,9509,,9506,,9503,,,9411,,,,,,L2E,S3E,S3E,S3E,S2D,A1C,A1C,A1C,A1C,A1C,A1C, ,S2C, ,A1C, , ,A1C, , , , , ,22,9702,53,4,9,,,,,,,9601,,9511,,,,,,,,9503,,,,,,,,,,,,10,,5,,,,,,,,4,,,,,,91,19,9,1,9009,10,9601,10,9601,8703,8803,12,4.7894736842,84802,0,L,2,E,X,X,X,48,D
9401,SYC,14002,CA,92131, , ,0,0, , , , ,XXXX,S1,11,, ,H, , , , ,,2,J,5,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,7,32,57,11,6,3,10, , , ,, , , ,Y, , ,Y,Y,Y, ,Y, ,Y, , ,Y, , , ,2,X,6640,1820,2407,99,0,0,50,50,86,2,0,11,6,1,1,2,6,0,1,0,4,0,0,2,32,37,39,31,39,41,27,49,35,15,10,28,33,16,7,4,1,21,21,32,16,10,7,1,5,16,36,48,29,9,3,66,9,2,23,195,275,76,63,0,22,22,20,0,0,0,3083,3131,8,8,79,21,97,3,13,41,76,67,37,86,14,4,1,3,15,13,9,21,60,5,0,1,0,85,95,99,99,99,53,3,58,64,60,15,4,10,12,1,6,1,13,0,93,95,96,96,7320,15,825,609,661,673,737,26157,6,5,9,14,29,19,9,4,5,4,1,8,15,30,22,9,5,7,7,3,55,6,69,31,18,87,8,0,0,0,0,0,2,2,1,4,22,25,3,79,78,89,67,86,66,64,52,99,99,1,21,26,7,17,15,0,2,3,0,4,1,2,1,0,0,4,16,5,2,6,15,12,5,2,3,9,7,7,7,6,3,10,5,72,3,1,160,1,4,12,24,8,35,16,7,25,3,16,13,4,7,1,17,32,2,57,16,11,20,0,5,1,8,0,0,5,3,1,1,1,1,0,1,1,13,43,86,3,6,5,99,80,27,3,6,4,58,81,95,96,4,19,3,84,3,12,0,0,0,99,0,98,99,99,16,4,4,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,9504,9503,,9412,9411,9411,9410,9409,9407,9406,L4G,A3G,A3G,A3G,A3F,A3G,A3G,A3G,A4G,A4G,A4G,A4G,A3G,A3G,N4G, ,N2F,N2F,F1F,F1F,F1F,F1F,F1G,16,9702,43,6,16,,,,,9603,,9601,9511,,,,,,9505,,9501,,9411,,,,9407,,,,,21,,25,20,,,,,,20,,19,,25,,,,10,160,8,3,10,9407,25,9411,21,9603,9401,9407,6,20,153690,0,L,4,G,X,X,X,3,A
9501,MB1,1,FL,33566, , ,3201,0, , , , ,XXXX,T1,34,66,E,H, , , , ,,6,M,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,47,26,29,11,1,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,2172,664,831,0,99,0,48,52,91,6,0,1,4,0,0,0,0,0,0,0,2,1,1,1,35,42,45,35,45,48,26,40,38,22,11,20,24,16,13,10,6,16,18,31,20,15,23,6,20,17,39,44,25,7,2,67,11,6,17,184,261,76,75,0,23,23,20,0,0,0,885,931,4,4,72,28,91,9,11,40,80,66,30,90,10,10,2,8,9,15,3,19,55,17,2,4,0,2,5,30,74,95,0,3,59,60,57,14,4,16,7,1,9,3,15,0,38,55,85,94,8280,131,539,384,414,430,450,17292,12,12,20,23,24,6,1,1,2,10,7,23,22,27,7,1,1,1,25,4,44,2,53,47,13,89,6,0,0,0,0,0,1,4,0,15,17,22,3,53,71,83,60,81,57,72,50,71,99,4,15,23,4,18,12,0,1,6,1,8,4,3,5,2,1,3,14,5,5,8,17,8,6,1,1,8,6,11,5,11,1,2,8,72,6,0,137,4,11,26,21,6,22,10,3,19,3,15,5,0,1,0,24,47,1,26,33,29,13,0,9,1,12,0,1,6,1,0,0,0,1,0,1,0,3,45,92,4,1,3,96,62,10,4,10,2,21,46,81,91,9,0,0,5,3,90,2,0,0,97,3,96,99,97,9,2,6,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9409,,,,,,L2F,A2F,A2F,A2F,A2F,N3F,N3F,N3F,N2E,N2E,N2E,N2E,N1E, ,F1E,F1E,F1E,P1E, , , , , ,10,9702,26,5,11,,,,,,,,,,,9507,,,9504,,,9410,,,,,,,,,,,,,,,,15,,,12,,,10,,,,,,37,3,1,10,9410,15,9507,15,9507,9410,9504,6,12.333333333,40923,0,L,2,F,X,X,X,17,A
9501,HOS,0,MN,55014, , ,4001,0, , , , ,XXXX,S2,18,58,E,H, , ,F, ,1,5,F,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,33,34,21,4,2,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,1417,369,455,99,0,0,52,48,99,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,30,39,42,31,41,44,30,36,40,24,15,26,23,17,11,6,1,15,13,33,21,18,13,4,12,14,27,58,40,17,6,60,10,3,27,246,311,90,90,9,10,1,0,0,0,0,693,703,3,4,90,10,97,3,7,47,81,68,38,91,9,9,2,6,12,11,5,24,66,9,0,0,0,0,0,1,29,97,0,9,58,61,60,17,5,10,0,0,2,8,0,0,19,21,96,98,5120,107,613,419,434,409,462,13003,10,11,14,33,29,4,0,0,0,2,7,13,38,34,5,0,0,0,19,3,46,3,32,68,4,81,14,1,1,0,0,0,1,3,0,69,22,24,1,76,81,87,75,82,71,82,64,99,0,0,8,9,5,8,22,0,2,14,0,15,9,4,3,0,0,8,24,4,3,5,16,6,8,3,0,8,7,5,2,4,2,0,7,82,5,0,120,3,12,50,18,9,5,2,1,30,2,25,5,0,0,0,17,33,0,34,22,21,10,0,1,0,12,0,0,1,0,7,2,0,0,0,0,0,2,76,98,1,0,2,95,76,34,13,32,0,0,0,8,49,51,0,0,94,0,1,4,0,1,99,0,99,99,97,6,2,9,3,9706,9606,9604,9604,9603,9602,9601,9510,9510,9510,9508,9507,9506,,,9501,9412,,,,,,,L1F,A1F,A1F,N2F,N2F,N1E,N1E,F1E,F1E,F1E,F1E,F1E,F1E, , ,P1E,P1E, , , , , , ,10,9702,21,5,11,,,,,,,,,,9512,,,,,,9503,,,,,,,,,,,,,,,,15,,,,,,10,,,,,,,25,2,2,10,9503,15,9512,15,9512,9503,9512,9,12.5,82096,1,L,1,F,X,X,X,22,A
9501,MM2,1,OR,97527, , ,3001,0, , , , ,XXXX,C2,27,68,E,H, , , ,M,,3,M,0,8,0,0,3,0,0,1,0,0,0,2,0,0,0,0,1,0,39,25,45,14,2,9, , , ,, , , , , , , , , , , , , , , , , , , , , ,1265,364,513,0,99,0,48,52,96,0,2,1,4,0,0,0,0,0,0,0,3,0,0,1,37,46,49,38,49,52,26,41,36,23,10,17,20,13,12,17,10,18,16,34,17,15,35,12,33,25,38,37,19,8,4,61,14,9,16,167,244,80,77,4,8,4,1,1,0,1,693,783,4,3,63,37,95,5,0,34,71,57,23,83,17,11,2,8,13,19,4,20,51,25,0,0,0,3,6,13,40,82,0,5,37,49,51,13,5,7,1,12,27,6,2,3,9,28,68,88,0,237,813,156,176,216,245,9208,49,19,14,10,6,1,0,0,0,46,14,15,14,9,2,0,0,0,34,12,32,21,66,34,17,86,9,0,0,0,0,2,3,0,0,7,14,17,4,42,56,67,48,57,44,64,27,92,99,4,16,7,4,6,17,0,3,13,2,9,11,6,6,2,2,5,24,4,2,1,17,5,4,8,4,6,12,2,3,14,2,9,1,70,5,0,120,5,24,36,21,4,7,2,2,16,1,15,2,0,0,0,18,39,1,25,17,45,13,1,4,1,10,0,1,3,1,0,0,0,0,2,0,0,4,36,95,4,0,1,96,62,8,5,26,3,7,12,48,56,44,0,0,19,8,43,7,0,23,45,55,85,99,94,6,2,7,6,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,,,,,9409,9409,,,L1F,A1F,A1F, ,A1F,N1F,N1F,N1F,N1F,N1F,N1F,N1F,N1F, ,F1F, , , , ,P1F,P1F, , ,9,9702,22,4,10,,,,,,,,,9511,,,,,,,,,,9410,,,,,,,,,,,,20,,,,,,,,,,20,,,,40,2,0,20,9511,20,9410,20,9511,9410,9511,13,20,177549,1,L,1,F,X,X,X,55,C
9501,NAD,0,TX,78765, , ,6001,0, , , , ,XXXX,C3,31,38,E,U, , , , ,,6,F,,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,203,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706,9606,9604,9604,9603,,9512,9511,9510,9510,9509,,9506,,,,,,,,,,,L2F,N2F,N2F,N2F,N1F, ,F1F,F1F,F1F,F1F,F1F, ,P1F, , , , , , , , , , ,9,9702,20,6,12,,,,,,9601,,,,,,9506,,,,,,,,,,,,,,,,20,,,,,,20,,,,,,,,,,,40,2,2,20,9601,20,9506,20,9601,9506,9601,7,20,127520,0,L,2,F,X,X,X,36,B
9601,FRC,0,MS,38749, , ,5601,0, , , , ,XXXX,T3,41,42,E,H, , , , ,3,4,M,,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0, , , ,, , , ,Y, , ,Y,Y, , , , , , ,Y, , , , ,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706,9606,9604,,9603,,9512,,,,,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G, ,P1G, , , , , , , , , , , , , , , , ,6,9702,13,5,11,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,50,1,1,50,9512,50,9512,50,9512,9512,,,50,54626,0,L,1,G,X,X,X,54,D
9101,DLL,2,NV,89012, , ,2403,0, , , , ,XXXX,T1,35,74, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,0,0,0,0,0,0, , , ,9,02, , , , , , , , , , , , , , , , , , , , ,1642,425,484,90,0,10,48,52,93,2,1,2,6,0,0,0,0,0,0,0,4,0,0,2,29,38,40,29,41,43,37,42,40,18,10,28,29,15,10,6,2,15,17,35,20,13,12,1,9,8,26,66,45,22,9,71,10,4,16,275,337,98,98,0,0,0,0,0,0,0,899,990,6,6,87,13,98,2,9,58,88,77,50,93,7,8,5,4,8,7,4,30,55,8,1,1,0,1,10,34,74,99,0,0,58,56,59,18,6,0,0,0,12,0,0,0,88,91,92,92,4120,455,839,479,486,542,535,15544,4,7,18,27,30,0,12,0,2,4,8,17,26,35,0,10,0,2,7,4,40,6,61,39,33,76,18,1,1,0,0,0,1,3,0,5,21,27,7,59,80,86,75,82,74,82,63,99,99,0,12,9,6,14,23,0,2,14,0,9,1,5,5,1,0,10,11,8,2,2,10,10,1,5,6,10,9,7,9,14,0,7,4,70,4,0,136,2,11,23,35,15,9,5,1,35,4,25,7,3,5,1,18,33,5,46,14,12,22,2,8,0,10,0,0,4,3,0,0,0,0,1,2,0,2,26,97,2,1,0,98,91,23,4,9,2,27,71,99,99,0,0,0,69,0,29,0,0,0,97,3,91,99,99,8,3,5,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G,A1G,A1G,A2G,A2G,A2G,A3G,A3G,A3G,A3G,A3G,A3G,A3G,A3G,A3G,A3G,A2G,A2G,A2G,A2G,A1G,24,9702,60,5,12,,,,,,,,,,,,,,9504,,,,,,,9408,,,,,,,,,,,,,,,50,,,,,,,55,,475,10,3,20,9106,60,9404,50,9504,9106,9112,6,47.5,131042,0,L,1,G,X,X,X,12,B
